ctuid,near_subway_500m,near_rapid_500m,n_subway_stops_800m,n_rapid_stops_800m,n_all_stops_800m,dist_nearest_subway_m,dist_nearest_rapid_m,n_subway_stops_800m_norm,n_rapid_stops_800m_norm,n_all_stops_800m_norm,transit_indicator
2021S05075350532.02,0,0,0,0,8,12197.404118030467,3913.286572595435,0.0,0.0,0.08888888888888889,0.0
2021S05075350540.01,0,0,0,0,0,11014.028014955778,6264.904667082897,0.0,0.0,0.0,0.0
2021S05075350540.02,0,0,0,0,0,9431.57606776523,4631.313504044959,0.0,0.0,0.0,0.0
2021S05075350550.01,0,0,0,0,0,16793.123301827894,15538.924530560897,0.0,0.0,0.0,0.0
2021S05075350550.02,0,0,0,0,0,16045.06211885681,14108.12098659066,0.0,0.0,0.0,0.0
2021S05075350562.02,0,0,0,0,0,18593.504410250964,11257.809316091621,0.0,0.0,0.0,0.0
2021S05075350562.03,0,0,0,0,0,18647.694188894875,11662.755724417528,0.0,0.0,0.0,0.0
2021S05075350562.04,0,0,0,0,0,18264.921122269086,11074.698463286886,0.0,0.0,0.0,0.0
2021S05075350562.05,0,0,0,0,0,17629.745487246066,10091.684705512816,0.0,0.0,0.0,0.0
2021S05075350562.06,0,0,0,0,0,17521.138862530137,10944.12700969403,0.0,0.0,0.0,0.0
2021S05075350562.07,0,0,0,0,0,17155.231499562724,10308.603984609163,0.0,0.0,0.0,0.0
2021S05075350562.08,0,0,0,0,0,16752.386488511813,9676.233906731415,0.0,0.0,0.0,0.0
2021S05075350562.09,0,0,0,0,0,16503.550680451295,9176.641437042214,0.0,0.0,0.0,0.0
2021S05075350563.01,0,0,0,0,0,17301.717920350922,9612.785136148845,0.0,0.0,0.0,0.0
2021S05075350563.02,0,0,0,0,0,16645.457261670075,9256.900267063593,0.0,0.0,0.0,0.0
2021S05075350570.01,0,0,0,0,0,15703.001725472659,10900.288981447968,0.0,0.0,0.0,0.0
2021S05075350570.02,0,0,0,0,0,16471.581902113005,12308.304466069842,0.0,0.0,0.0,0.0
2021S05075350571.01,0,0,0,0,0,18112.00692028105,12651.171402758706,0.0,0.0,0.0,0.0
2021S05075350571.02,0,0,0,0,0,17390.36078239129,12610.694808022836,0.0,0.0,0.0,0.0
2021S05075350291.04,0,0,0,0,32,2404.9250983551847,2404.9250983551847,0.0,0.0,0.35555555555555557,0.0
2021S05075350290.01,0,0,0,0,10,3712.0040566764274,3712.0040566764274,0.0,0.0,0.1111111111111111,0.0
2021S05075350575.01,0,0,0,0,0,19989.690241390614,13791.437909362217,0.0,0.0,0.0,0.0
2021S05075350575.02,0,0,0,0,0,19051.76308339042,13147.263050126634,0.0,0.0,0.0,0.0
2021S05075350575.03,0,0,0,0,0,19585.00249968878,12749.099046020354,0.0,0.0,0.0,0.0
2021S05075350575.04,0,0,0,0,0,18684.562632776007,12177.545891880582,0.0,0.0,0.0,0.0
2021S05075350290.02,0,0,0,0,28,2371.831929254814,2371.831929254814,0.0,0.0,0.3111111111111111,0.0
2021S05075350096.01,0,0,1,1,52,799.7887495925069,799.7887495925069,0.06666666666666667,0.017241379310344827,0.5777777777777777,0.017241379310344827
2021S05075350096.02,1,1,4,4,53,291.676420427156,291.676420427156,0.26666666666666666,0.06896551724137931,0.5888888888888889,0.06896551724137931
2021S05075350097.03,0,0,0,0,50,873.7656842788218,873.7656842788218,0.0,0.0,0.5555555555555556,0.0
2021S05075350585.02,0,0,0,0,0,20634.469807615962,19136.940501263467,0.0,0.0,0.0,0.0
2021S05075350585.03,0,0,0,0,0,17770.287868888812,17452.992553750162,0.0,0.0,0.0,0.0
2021S05075350800.01,0,0,0,0,0,17196.20924962727,17196.20924962727,0.0,0.0,0.0,0.0
2021S05075350800.02,0,0,0,0,0,19145.196828597927,19145.196828597927,0.0,0.0,0.0,0.0
2021S05075350801.01,0,0,0,0,0,16102.746056517602,16102.746056517602,0.0,0.0,0.0,0.0
2021S05075350801.02,0,0,0,0,0,14528.596962510373,14528.596962510373,0.0,0.0,0.0,0.0
2021S05075350804.01,0,0,0,0,0,17303.863876565843,17303.863876565843,0.0,0.0,0.0,0.0
2021S05075350097.04,0,0,3,3,51,586.2743550723196,586.2743550723196,0.2,0.05172413793103448,0.5666666666666667,0.05172413793103448
2021S05075350810.01,0,0,0,0,0,23598.92144685069,23598.92144685069,0.0,0.0,0.0,0.0
2021S05075350810.02,0,0,0,0,0,23454.63202649027,23454.63202649027,0.0,0.0,0.0,0.0
2021S05075350810.03,0,0,0,0,0,23117.727540833912,23117.727540833912,0.0,0.0,0.0,0.0
2021S05075350810.04,0,0,0,0,0,22430.282857479313,22430.282857479313,0.0,0.0,0.0,0.0
2021S05075350008.01,0,1,0,24,48,2734.0624969789747,257.3009398344609,0.0,0.41379310344827586,0.5333333333333333,0.41379310344827586
2021S05075350008.02,0,1,0,9,21,2699.5055050034002,325.0478595860502,0.0,0.15517241379310345,0.23333333333333334,0.15517241379310345
2021S05075350047.03,0,1,0,27,41,1200.3246726278321,248.59286918002684,0.0,0.46551724137931033,0.45555555555555555,0.46551724137931033
2021S05075350047.04,0,1,0,31,45,1763.3147922061373,400.09310198699364,0.0,0.5344827586206896,0.5,0.5344827586206896
2021S05075350102.04,0,0,4,4,56,554.9460314290247,554.9460314290247,0.26666666666666666,0.06896551724137931,0.6222222222222222,0.06896551724137931
2021S05075350102.05,0,0,4,4,63,556.7727220322909,556.7727220322909,0.26666666666666666,0.06896551724137931,0.7,0.06896551724137931
2021S05075350050.03,0,0,0,5,18,958.3091793521083,518.8116414485003,0.0,0.08620689655172414,0.2,0.08620689655172414
2021S05075350050.04,0,0,2,2,29,696.6522936909942,696.6522936909942,0.13333333333333333,0.034482758620689655,0.32222222222222224,0.034482758620689655
2021S05075350210.01,0,0,0,0,31,3078.2904505233882,1640.2565604825195,0.0,0.0,0.34444444444444444,0.0
2021S05075350200.01,0,1,0,12,20,3692.280153027106,383.1110919089179,0.0,0.20689655172413793,0.2222222222222222,0.20689655172413793
2021S05075350200.02,0,1,0,8,18,4676.430624294316,100.62481141902602,0.0,0.13793103448275862,0.2,0.13793103448275862
2021S05075350213.01,0,0,0,0,31,871.4012504138053,871.4012504138053,0.0,0.0,0.34444444444444444,0.0
2021S05075350213.02,0,0,0,0,27,1909.1732563637072,1909.1732563637072,0.0,0.0,0.3,0.0
2021S05075350223.01,0,0,0,0,27,2002.7124306946266,2002.7124306946266,0.0,0.0,0.3,0.0
2021S05075350223.02,0,0,0,0,27,999.8355955512958,999.8355955512958,0.0,0.0,0.3,0.0
2021S05075350484.03,0,0,0,0,0,46265.1014491026,46265.1014491026,0.0,0.0,0.0,0.0
2021S05075350484.04,0,0,0,0,0,42907.35007689333,42907.35007689333,0.0,0.0,0.0,0.0
2021S05075350007.01,0,1,0,23,34,2755.3899332257206,246.671906902451,0.0,0.39655172413793105,0.37777777777777777,0.39655172413793105
2021S05075350007.02,0,1,0,27,41,2755.0622725968924,99.50683728675538,0.0,0.46551724137931033,0.45555555555555555,0.46551724137931033
2021S05075350091.01,1,1,13,24,78,239.86627597794313,239.86627597794313,0.8666666666666667,0.41379310344827586,0.8666666666666667,0.41379310344827586
2021S05075350091.02,1,1,8,8,50,421.4865560912277,421.4865560912277,0.5333333333333333,0.13793103448275862,0.5555555555555556,0.13793103448275862
2021S05075350141.01,0,0,2,2,36,514.7911865194001,514.7911865194001,0.13333333333333333,0.034482758620689655,0.4,0.034482758620689655
2021S05075350141.02,0,0,0,0,22,845.1890343886483,845.1890343886483,0.0,0.0,0.24444444444444444,0.0
2021S05075350181.01,0,0,4,7,68,534.5586359274612,534.5586359274612,0.26666666666666666,0.1206896551724138,0.7555555555555555,0.1206896551724138
2021S05075350181.02,0,0,0,0,52,1124.594528913275,1124.594528913275,0.0,0.0,0.5777777777777777,0.0
2021S05075350206.01,0,1,0,5,11,5242.320446746323,351.6751113110711,0.0,0.08620689655172414,0.12222222222222222,0.08620689655172414
2021S05075350206.02,0,1,0,10,16,4830.657748183325,159.65218688348187,0.0,0.1724137931034483,0.17777777777777778,0.1724137931034483
2021S05075350244.01,0,0,0,0,14,6977.871793811653,3635.7258492548813,0.0,0.0,0.15555555555555556,0.0
2021S05075350244.02,0,0,0,0,22,6331.610363760748,2591.696018696498,0.0,0.0,0.24444444444444444,0.0
2021S05075350263.02,0,0,0,0,32,4431.766816902031,1008.5443597628188,0.0,0.0,0.35555555555555557,0.0
2021S05075350271.01,0,0,0,0,27,4090.1104227096503,2107.1959462702735,0.0,0.0,0.3,0.0
2021S05075350271.02,0,0,0,0,20,3447.079489702454,2800.3621622611995,0.0,0.0,0.2222222222222222,0.0
2021S05075350272.01,0,0,0,0,25,2360.2968437682025,2360.2968437682025,0.0,0.0,0.2777777777777778,0.0
2021S05075350272.02,0,0,0,0,28,1865.6106276024957,1865.6106276024957,0.0,0.0,0.3111111111111111,0.0
2021S05075350274.01,0,0,0,0,28,1491.3951632164935,1491.3951632164935,0.0,0.0,0.3111111111111111,0.0
2021S05075350274.02,0,0,0,0,33,871.7420272551868,871.7420272551868,0.0,0.0,0.36666666666666664,0.0
2021S05075350291.02,0,0,0,0,24,3428.906652195195,3428.906652195195,0.0,0.0,0.26666666666666666,0.0
2021S05075350302.03,0,0,0,0,22,2533.8615639625846,2533.8615639625846,0.0,0.0,0.24444444444444444,0.0
2021S05075350310.01,0,0,0,0,8,1755.1536223263752,1755.1536223263752,0.0,0.0,0.08888888888888889,0.0
2021S05075350310.02,0,0,0,0,29,2249.424114352324,2249.424114352324,0.0,0.0,0.32222222222222224,0.0
2021S05075350312.05,0,0,0,4,30,2335.821671260706,581.9979542941151,0.0,0.06896551724137931,0.3333333333333333,0.06896551724137931
2021S05075350314.01,0,1,0,4,24,4148.32970973185,350.92109829954757,0.0,0.06896551724137931,0.26666666666666666,0.06896551724137931
2021S05075350314.02,0,1,0,6,21,4925.256853446779,466.55918952880177,0.0,0.10344827586206896,0.23333333333333334,0.10344827586206896
2021S05075350315.03,0,0,0,0,26,3353.074209353395,1130.2739612226299,0.0,0.0,0.28888888888888886,0.0
2021S05075350316.03,0,0,0,0,47,1517.8476699485116,1010.3147536152077,0.0,0.0,0.5222222222222223,0.0
2021S05075350316.04,0,0,0,0,29,1014.294415444233,1014.294415444233,0.0,0.0,0.32222222222222224,0.0
2021S05075350317.03,0,0,0,0,8,3410.9922646679306,3410.9922646679306,0.0,0.0,0.08888888888888889,0.0
2021S05075350361.01,0,0,0,0,15,10180.65084090569,10180.65084090569,0.0,0.0,0.16666666666666666,0.0
2021S05075350361.02,0,0,0,0,19,11200.72952509621,11200.72952509621,0.0,0.0,0.2111111111111111,0.0
2021S05075350362.01,0,0,0,0,11,11692.196756397327,11692.196756397327,0.0,0.0,0.12222222222222222,0.0
2021S05075350362.02,0,0,0,0,20,10342.426769593483,10342.426769593483,0.0,0.0,0.2222222222222222,0.0
2021S05075350362.03,0,0,0,0,25,9009.320132758494,9009.320132758494,0.0,0.0,0.2777777777777778,0.0
2021S05075350376.05,0,0,0,0,26,5397.969885599716,5397.969885599716,0.0,0.0,0.28888888888888886,0.0
2021S05075350376.06,0,0,0,0,29,5801.71842401106,5801.71842401106,0.0,0.0,0.32222222222222224,0.0
2021S05075350376.04,0,0,0,0,41,3857.826017373979,3857.826017373979,0.0,0.0,0.45555555555555555,0.0
2021S05075350377.04,0,0,0,0,30,6257.276331336741,6257.276331336741,0.0,0.0,0.3333333333333333,0.0
2021S05075350400.04,0,0,0,0,0,11495.070018609636,11495.070018609636,0.0,0.0,0.0,0.0
2021S05075350400.08,0,0,0,0,0,12456.104497699258,12456.104497699258,0.0,0.0,0.0,0.0
2021S05075350400.06,0,0,0,0,0,14859.618149478576,14859.618149478576,0.0,0.0,0.0,0.0
2021S05075350400.07,0,0,0,0,5,13947.165496161624,13947.165496161624,0.0,0.0,0.05555555555555555,0.0
2021S05075350401.04,0,0,0,0,31,5941.507219773585,5941.507219773585,0.0,0.0,0.34444444444444444,0.0
2021S05075350401.05,0,0,0,0,0,6589.701534739059,6589.701534739059,0.0,0.0,0.0,0.0
2021S05075350401.06,0,0,0,0,5,9884.405081078516,9884.405081078516,0.0,0.0,0.05555555555555555,0.0
2021S05075350401.07,0,0,0,0,0,10537.152583800824,10537.152583800824,0.0,0.0,0.0,0.0
2021S05075350401.08,0,0,0,0,0,11065.408268531952,11065.408268531952,0.0,0.0,0.0,0.0
2021S05075350402.09,0,0,0,0,0,5346.329021864579,5346.329021864579,0.0,0.0,0.0,0.0
2021S05075350402.10,0,0,0,0,0,4809.329845004412,4809.329845004412,0.0,0.0,0.0,0.0
2021S05075350410.02,0,0,0,0,10,3582.0812146853427,3582.0812146853427,0.0,0.0,0.1111111111111111,0.0
2021S05075350410.03,0,0,0,0,6,3612.1340800912776,3612.1340800912776,0.0,0.0,0.06666666666666667,0.0
2021S05075350410.04,0,0,0,0,8,3637.414285032811,3637.414285032811,0.0,0.0,0.08888888888888889,0.0
2021S05075350411.01,0,0,0,0,2,2616.280226615346,2616.280226615346,0.0,0.0,0.022222222222222223,0.0
2021S05075350412.04,0,0,0,0,0,2649.34955478944,2649.34955478944,0.0,0.0,0.0,0.0
2021S05075350431.01,0,0,0,0,0,27719.993927661333,27719.993927661333,0.0,0.0,0.0,0.0
2021S05075350431.02,0,0,0,0,0,26827.579475142124,26827.579475142124,0.0,0.0,0.0,0.0
2021S05075350441.02,0,0,0,0,0,22411.559956106732,22411.559956106732,0.0,0.0,0.0,0.0
2021S05075350450.02,0,0,0,0,0,30008.440669891923,30008.440669891923,0.0,0.0,0.0,0.0
2021S05075350451.03,0,0,0,0,0,27143.931389748708,27143.931389748708,0.0,0.0,0.0,0.0
2021S05075350452.03,0,0,0,0,0,31926.900178313612,31926.900178313612,0.0,0.0,0.0,0.0
2021S05075350456.03,0,0,0,0,0,39499.273431101145,39499.273431101145,0.0,0.0,0.0,0.0
2021S05075350460.01,0,0,0,0,0,15297.026382920378,15297.026382920378,0.0,0.0,0.0,0.0
2021S05075350460.02,0,0,0,0,0,25494.28669105775,25494.28669105775,0.0,0.0,0.0,0.0
2021S05075350461.01,0,0,0,0,0,15621.281060663629,15621.281060663629,0.0,0.0,0.0,0.0
2021S05075350461.02,0,0,0,0,0,21185.10406528175,21185.10406528175,0.0,0.0,0.0,0.0
2021S05075350513.04,0,0,0,0,0,10583.532885032291,6836.232724269318,0.0,0.0,0.0,0.0
2021S05075350515.01,0,0,0,0,0,16739.7514698599,12691.543506910743,0.0,0.0,0.0,0.0
2021S05075350515.02,0,0,0,0,0,15725.168518520979,11727.609892969078,0.0,0.0,0.0,0.0
2021S05075350516.11,0,0,0,0,0,15029.195580536476,12001.87288194043,0.0,0.0,0.0,0.0
2021S05075350527.04,0,0,0,0,0,4825.878583228667,4825.878583228667,0.0,0.0,0.0,0.0
2021S05075350572.01,0,0,0,0,0,18238.82499684025,13968.714188228118,0.0,0.0,0.0,0.0
2021S05075350575.05,0,0,0,0,0,20908.46152428932,14328.153172748762,0.0,0.0,0.0,0.0
2021S05075350576.04,0,0,0,0,0,22540.169445453685,15853.463719676953,0.0,0.0,0.0,0.0
2021S05075350576.05,0,0,0,0,0,22212.356163848315,15033.628499095621,0.0,0.0,0.0,0.0
2021S05075350613.01,0,0,0,0,0,24344.878629668354,19955.439957067603,0.0,0.0,0.0,0.0
2021S05075350378.06,0,0,0,0,43,9040.244079569582,9024.828578138611,0.0,0.0,0.4777777777777778,0.0
2021S05075350378.08,0,0,0,0,35,7833.351843486649,7833.351843486649,0.0,0.0,0.3888888888888889,0.0
2021S05075350378.07,0,0,0,0,29,6604.0391698865915,6583.222523554598,0.0,0.0,0.32222222222222224,0.0
2021S05075350378.04,0,0,0,0,32,7925.566073478583,7912.657981968587,0.0,0.0,0.35555555555555557,0.0
2021S05075350378.05,0,0,0,0,45,9330.8647929359,9330.8647929359,0.0,0.0,0.5,0.0
2021S05075350476.02,0,0,0,0,0,67746.63758169474,67746.63758169474,0.0,0.0,0.0,0.0
2021S05075350470.00,0,0,0,0,0,58927.6966476239,58927.6966476239,0.0,0.0,0.0,0.0
2021S05075350471.00,0,0,0,0,0,53976.8746799035,53976.8746799035,0.0,0.0,0.0,0.0
2021S05075350472.00,0,0,0,0,0,45305.83928049468,45305.83928049468,0.0,0.0,0.0,0.0
2021S05075350474.00,0,0,0,0,0,63217.130709324716,63217.130709324716,0.0,0.0,0.0,0.0
2021S05075350475.00,0,0,0,0,0,59701.875338840284,59701.875338840284,0.0,0.0,0.0,0.0
2021S05075350482.00,0,0,0,0,0,37013.92663355786,37013.92663355786,0.0,0.0,0.0,0.0
2021S05075350590.00,0,0,0,0,0,47406.230836364215,44386.50969067309,0.0,0.0,0.0,0.0
2021S05075350830.00,0,0,0,0,0,33441.928277645035,33441.928277645035,0.0,0.0,0.0,0.0
2021S05075350832.00,0,0,0,0,0,46336.340410454046,46336.340410454046,0.0,0.0,0.0,0.0
2021S05075350621.00,0,0,0,0,0,29677.073422967747,27147.707239894633,0.0,0.0,0.0,0.0
2021S05075350622.00,0,0,0,0,0,31004.309438572924,28351.523296450894,0.0,0.0,0.0,0.0
2021S05075350623.00,0,0,0,0,0,31242.749942494567,28805.739127217974,0.0,0.0,0.0,0.0
2021S05075350624.00,0,0,0,0,0,30184.503003902333,27877.7393097928,0.0,0.0,0.0,0.0
2021S05075350625.00,0,0,0,0,0,31500.95316056881,29432.00392420424,0.0,0.0,0.0,0.0
2021S05075350626.00,0,0,0,0,0,41860.81211290062,40103.41809331458,0.0,0.0,0.0,0.0
2021S05075350630.00,0,0,0,0,0,29298.138632212198,28111.33844070855,0.0,0.0,0.0,0.0
2021S05075350632.00,0,0,0,0,0,28178.041692720384,24706.92558154498,0.0,0.0,0.0,0.0
2021S05075350633.00,0,0,0,0,0,29009.664947449048,25051.26107095828,0.0,0.0,0.0,0.0
2021S05075350635.00,0,0,0,0,0,31755.684554151045,27955.016031638126,0.0,0.0,0.0,0.0
2021S05075350636.00,0,0,0,0,0,32104.376437325864,27961.620022772764,0.0,0.0,0.0,0.0
2021S05075350637.00,0,0,0,0,0,35607.65175933457,31532.52136970571,0.0,0.0,0.0,0.0
2021S05075350638.00,0,0,0,0,0,40073.34803444594,36484.91250883534,0.0,0.0,0.0,0.0
2021S05075350639.00,0,0,0,0,0,41171.37388506565,37032.957721429855,0.0,0.0,0.0,0.0
2021S05075350412.22,0,0,0,0,0,6015.9371012974725,6015.9371012974725,0.0,0.0,0.0,0.0
2021S05075350412.24,0,0,0,0,0,5150.451335645604,5150.451335645604,0.0,0.0,0.0,0.0
2021S05075350483.01,0,0,0,0,0,34368.057529511345,34368.057529511345,0.0,0.0,0.0,0.0
2021S05075350600.01,0,0,0,0,0,19292.867415778823,14570.504855868372,0.0,0.0,0.0,0.0
2021S05075350600.02,0,0,0,0,0,19304.766746133504,14837.311381521267,0.0,0.0,0.0,0.0
2021S05075350612.03,0,0,0,0,0,28983.306981745896,24574.8739372368,0.0,0.0,0.0,0.0
2021S05075350612.05,0,0,0,0,0,25551.600274350447,21134.425747236262,0.0,0.0,0.0,0.0
2021S05075350612.08,0,0,0,0,0,21946.09184838439,17809.32329022029,0.0,0.0,0.0,0.0
2021S05075350483.02,0,0,0,0,0,30694.626442655855,30694.626442655855,0.0,0.0,0.0,0.0
2021S05075350362.04,0,0,0,0,10,10409.705345977825,10409.705345977825,0.0,0.0,0.1111111111111111,0.0
2021S05075350376.08,0,0,0,0,36,3993.257975468735,3993.257975468735,0.0,0.0,0.4,0.0
2021S05075350376.09,0,0,0,0,33,4534.850345767783,4534.850345767783,0.0,0.0,0.36666666666666664,0.0
2021S05075350249.03,0,0,0,0,29,8037.8831834519415,1911.3113392495547,0.0,0.0,0.32222222222222224,0.0
2021S05075350420.03,0,0,0,0,0,9304.238260852982,9304.238260852982,0.0,0.0,0.0,0.0
2021S05075350411.04,0,0,0,0,0,6067.804188493525,6067.804188493525,0.0,0.0,0.0,0.0
2021S05075350248.03,0,0,0,0,41,8816.293810355553,1386.695770890358,0.0,0.0,0.45555555555555555,0.0
2021S05075350412.06,0,0,0,0,0,3444.73069856913,3444.73069856913,0.0,0.0,0.0,0.0
2021S05075350412.08,0,0,0,0,0,6614.50454050415,5386.263743693589,0.0,0.0,0.0,0.0
2021S05075350401.11,0,0,0,0,4,8972.592688478591,8972.592688478591,0.0,0.0,0.044444444444444446,0.0
2021S05075350401.13,0,0,0,0,14,7423.942098486158,7423.942098486158,0.0,0.0,0.15555555555555556,0.0
2021S05075350401.09,0,0,0,0,4,9722.151279712463,9722.151279712463,0.0,0.0,0.044444444444444446,0.0
2021S05075350401.10,0,0,0,0,0,9312.7606382225,9312.7606382225,0.0,0.0,0.0,0.0
2021S05075350400.11,0,0,0,0,5,10183.873441897998,10183.873441897998,0.0,0.0,0.05555555555555555,0.0
2021S05075350400.12,0,0,0,0,2,12984.011361583905,12984.011361583905,0.0,0.0,0.022222222222222223,0.0
2021S05075350167.01,1,1,2,16,46,47.05514665969176,47.05514665969176,0.13333333333333333,0.27586206896551724,0.5111111111111111,0.27586206896551724
2021S05075350167.02,0,0,0,0,17,1109.701934528639,956.1665367367265,0.0,0.0,0.18888888888888888,0.0
2021S05075350410.07,0,0,0,0,0,3761.342923383063,3761.342923383063,0.0,0.0,0.0,0.0
2021S05075350442.03,0,0,0,0,0,24273.342639767547,24273.342639767547,0.0,0.0,0.0,0.0
2021S05075350378.11,0,0,0,0,41,8511.216951510667,8504.096776112936,0.0,0.0,0.45555555555555555,0.0
2021S05075350378.12,0,0,0,0,50,8884.503305062555,8882.000826406362,0.0,0.0,0.5555555555555556,0.0
2021S05075350378.14,0,0,0,0,33,7039.759873427782,7039.759873427782,0.0,0.0,0.36666666666666664,0.0
2021S05075350410.05,0,0,0,0,2,5047.158309730824,5047.158309730824,0.0,0.0,0.022222222222222223,0.0
2021S05075350527.05,0,0,0,0,0,6454.781442075327,6454.781442075327,0.0,0.0,0.0,0.0
2021S05075350527.06,0,0,0,0,0,7295.815525549934,6721.787187695921,0.0,0.0,0.0,0.0
2021S05075350527.07,0,0,0,0,0,8095.405767055762,7033.120645877071,0.0,0.0,0.0,0.0
2021S05075350527.08,0,0,0,0,0,11969.98262489507,9539.600919730128,0.0,0.0,0.0,0.0
2021S05075350527.09,0,0,0,0,0,13365.198070999837,10634.07910551081,0.0,0.0,0.0,0.0
2021S05075350521.06,0,0,0,0,0,8619.657910703763,6641.254852357602,0.0,0.0,0.0,0.0
2021S05075350516.16,0,0,0,0,0,14591.648359748458,11149.558440360082,0.0,0.0,0.0,0.0
2021S05075350528.01,0,0,0,0,0,13921.39732474363,11435.381063980736,0.0,0.0,0.0,0.0
2021S05075350573.03,0,0,0,0,0,20769.007230396528,14842.151225608051,0.0,0.0,0.0,0.0
2021S05075350562.11,0,0,0,0,0,18167.679888003127,10695.06611045927,0.0,0.0,0.0,0.0
2021S05075350564.01,0,0,0,0,0,16086.367114871442,8337.377835448142,0.0,0.0,0.0,0.0
2021S05075350564.02,0,0,0,0,0,16159.08498683902,8625.067049241243,0.0,0.0,0.0,0.0
2021S05075350587.01,0,0,0,0,0,35791.761521419416,32911.46234753607,0.0,0.0,0.0,0.0
2021S05075350587.02,0,0,0,0,0,40570.52800571861,36167.48756728692,0.0,0.0,0.0,0.0
2021S05075350576.06,0,0,0,0,0,21523.02212410489,14288.766536912888,0.0,0.0,0.0,0.0
2021S05075350576.07,0,0,0,0,0,22575.672382813635,15987.04817858507,0.0,0.0,0.0,0.0
2021S05075350804.05,0,0,0,0,0,16416.002894405876,16416.002894405876,0.0,0.0,0.0,0.0
2021S05075350810.05,0,0,0,0,0,21295.369067874388,21295.369067874388,0.0,0.0,0.0,0.0
2021S05075350591.01,0,0,0,0,0,49604.10460819098,46314.52872151303,0.0,0.0,0.0,0.0
2021S05075350591.02,0,0,0,0,0,48518.32511176826,45168.157277223974,0.0,0.0,0.0,0.0
2021S05075350612.11,0,0,0,0,0,25280.378343837678,21124.792163330694,0.0,0.0,0.0,0.0
2021S05075350612.12,0,0,0,0,0,24149.567718388516,20004.039763568755,0.0,0.0,0.0,0.0
2021S05075350592.01,0,0,0,0,0,47634.63696867228,44822.302824083046,0.0,0.0,0.0,0.0
2021S05075350592.02,0,0,0,0,0,49739.42774157932,46733.28946805228,0.0,0.0,0.0,0.0
2021S05075350612.13,0,0,0,0,0,26893.93596546848,22515.507769132983,0.0,0.0,0.0,0.0
2021S05075350612.14,0,0,0,0,0,27311.227723048352,22864.3310376185,0.0,0.0,0.0,0.0
2021S05075350614.01,0,0,0,0,0,21952.757975804616,17542.326094557204,0.0,0.0,0.0,0.0
2021S05075350614.02,0,0,0,0,0,20724.31434284684,16320.302093204413,0.0,0.0,0.0,0.0
2021S05075350514.01,0,0,0,0,0,13107.198751550972,9072.246258124811,0.0,0.0,0.0,0.0
2021S05075350514.02,0,0,0,0,0,14895.932570200204,10895.992784650412,0.0,0.0,0.0,0.0
2021S05075350516.17,0,0,0,0,0,16109.809443784787,13002.071590746404,0.0,0.0,0.0,0.0
2021S05075350516.18,0,0,0,0,0,16957.914691817874,13793.200660248973,0.0,0.0,0.0,0.0
2021S05075350516.20,0,0,0,0,0,20124.84911333269,18694.091558511664,0.0,0.0,0.0,0.0
2021S05075350516.21,0,0,0,0,0,20550.84050878148,18692.105801457867,0.0,0.0,0.0,0.0
2021S05075350516.22,0,0,0,0,0,20397.341557322256,18315.576848524637,0.0,0.0,0.0,0.0
2021S05075350516.23,0,0,0,0,0,19857.16161062065,17667.819481723796,0.0,0.0,0.0,0.0
2021S05075350613.03,0,0,0,0,0,23417.414815107786,18966.60529478831,0.0,0.0,0.0,0.0
2021S05075350613.04,0,0,0,0,0,22721.676804435087,18351.656886066485,0.0,0.0,0.0,0.0
2021S05075350576.09,0,0,0,0,0,23463.42493182958,16546.483331510855,0.0,0.0,0.0,0.0
2021S05075350585.05,0,0,0,0,0,19928.58336688238,19928.58336688238,0.0,0.0,0.0,0.0
2021S05075350516.24,0,0,0,0,0,18526.927916045264,15251.213924478257,0.0,0.0,0.0,0.0
2021S05075350516.25,0,0,0,0,0,18581.76502499404,14948.564596226712,0.0,0.0,0.0,0.0
2021S05075350516.26,0,0,0,0,0,17899.07782167941,14203.176731463278,0.0,0.0,0.0,0.0
2021S05075350516.28,0,0,0,0,0,17929.8821380336,15741.152310377674,0.0,0.0,0.0,0.0
2021S05075350516.29,0,0,0,0,0,17298.914399727386,15202.598824822528,0.0,0.0,0.0,0.0
2021S05075350520.05,0,0,0,0,0,9549.024309792972,6906.121378214592,0.0,0.0,0.0,0.0
2021S05075350528.11,0,0,0,0,0,9984.745885793864,8673.331612329508,0.0,0.0,0.0,0.0
2021S05075350528.12,0,0,0,0,0,14942.695197427314,13297.445286286413,0.0,0.0,0.0,0.0
2021S05075350528.13,0,0,0,0,0,14449.928371932,12360.379805514118,0.0,0.0,0.0,0.0
2021S05075350528.15,0,0,0,0,0,13616.96650270375,11639.333219218068,0.0,0.0,0.0,0.0
2021S05075350528.16,0,0,0,0,0,13020.128319857593,11218.384236951732,0.0,0.0,0.0,0.0
2021S05075350528.18,0,0,0,0,0,12382.359909296974,11395.21691881779,0.0,0.0,0.0,0.0
2021S05075350528.19,0,0,0,0,0,11799.65979911373,10305.182087970172,0.0,0.0,0.0,0.0
2021S05075350528.20,0,0,0,0,0,14920.337424938727,11903.155813849751,0.0,0.0,0.0,0.0
2021S05075350528.21,0,0,0,0,0,16105.992545087927,13286.913653294094,0.0,0.0,0.0,0.0
2021S05075350528.22,0,0,0,0,0,15331.112676633067,13236.319323069734,0.0,0.0,0.0,0.0
2021S05075350610.03,0,0,0,0,0,30244.226886250843,25532.987838232653,0.0,0.0,0.0,0.0
